split_name,fold_id,record_index,framework_uid,working_ion,coarse_family,host_chemsys_no_working_ion
framework_groupkfold,0,K_000000,K|AgAsF6,K,halide_or_fluoride_like,Ag-As-F
framework_groupkfold,0,Li_000036,Li|NiAsO4,Li,transition_metal_oxide_like,As-Ni-O
framework_groupkfold,0,Li_000042,Li|AuSeClO3,Li,transition_metal_oxide_like,Au-Cl-O-Se
framework_groupkfold,0,Li_000050,Li|CoBO3,Li,transition_metal_oxide_like,B-Co-O
framework_groupkfold,0,Li_000053,Li|CuBO3,Li,transition_metal_oxide_like,B-Cu-O
framework_groupkfold,0,Li_000054,Li|FeBO3,Li,transition_metal_oxide_like,B-Fe-O
framework_groupkfold,0,Li_000055,Li|FeBO3,Li,transition_metal_oxide_like,B-Fe-O
framework_groupkfold,0,Li_000057,Li|FeBO3,Li,transition_metal_oxide_like,B-Fe-O
framework_groupkfold,0,Li_000058,Li|FeBO3,Li,transition_metal_oxide_like,B-Fe-O
framework_groupkfold,0,Li_000059,Li|FeBO3,Li,transition_metal_oxide_like,B-Fe-O
framework_groupkfold,0,Li_000060,Li|FeBO3,Li,transition_metal_oxide_like,B-Fe-O
framework_groupkfold,0,Li_000063,Li|Fe3(BO3)4,Li,transition_metal_oxide_like,B-Fe-O
framework_groupkfold,0,Li_000064,Li|FeBPO7,Li,polyanion_phosphate_like,B-Fe-O-P
framework_groupkfold,0,Li_000065,Li|Na3MnBPO7,Li,polyanion_phosphate_like,B-Mn-Na-O-P
framework_groupkfold,0,Li_000066,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000068,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000069,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000070,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000071,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000072,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000073,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000074,Li|Mn3(BO3)4,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000075,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000076,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000077,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000078,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000079,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000081,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000082,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000083,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000084,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000085,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000086,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000087,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000088,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000089,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000090,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000091,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000092,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000093,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000094,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000095,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000096,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000097,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000098,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000099,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000100,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000101,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000102,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000103,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000104,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000105,Li|MnBPO7,Li,polyanion_phosphate_like,B-Mn-O-P
framework_groupkfold,0,Li_000106,Li|MnBO3,Li,transition_metal_oxide_like,B-Mn-O
framework_groupkfold,0,Li_000108,Li|VBPO7,Li,polyanion_phosphate_like,B-O-P-V
framework_groupkfold,0,Li_000109,Li|V5(BO5)2,Li,transition_metal_oxide_like,B-O-V
framework_groupkfold,0,Li_000121,Li|Ba2LaCu3O7,Li,transition_metal_oxide_like,Ba-Cu-La-O
framework_groupkfold,0,Li_000126,Li|BaYCu2O5,Li,transition_metal_oxide_like,Ba-Cu-O-Y
framework_groupkfold,0,Li_000129,Li|BaMnO3,Li,transition_metal_oxide_like,Ba-Mn-O
framework_groupkfold,0,Li_000136,Li|Ba2VP2O9,Li,polyanion_phosphate_like,Ba-O-P-V
framework_groupkfold,0,Li_000142,Li|Ba6Ta9Ti7O42,Li,transition_metal_oxide_like,Ba-O-Ta-Ti
framework_groupkfold,0,Li_000172,Li|Bi5(PO4)6,Li,polyanion_phosphate_like,Bi-O-P
framework_groupkfold,0,Li_000181,Li|SiBi3O7,Li,silicate_like,Bi-O-Si
framework_groupkfold,0,Li_000190,Li|Bi(WO4)2,Li,transition_metal_oxide_like,Bi-O-W
framework_groupkfold,0,Li_000205,Li|Co(CO)4,Li,transition_metal_oxide_like,C-Co-O
framework_groupkfold,0,Li_000210,Li|CoPCO7,Li,polyanion_phosphate_like,C-Co-O-P
framework_groupkfold,0,Li_000216,Li|CrPCO7,Li,polyanion_phosphate_like,C-Cr-O-P
framework_groupkfold,0,Li_000218,Li|CuHCO4,Li,transition_metal_oxide_like,C-Cu-H-O
framework_groupkfold,0,Li_000226,Li|Cu2C2O7,Li,transition_metal_oxide_like,C-Cu-O
framework_groupkfold,0,Li_000240,Li|Fe2C2O7,Li,transition_metal_oxide_like,C-Fe-O
framework_groupkfold,0,Li_000246,Li|Fe2C2O7,Li,transition_metal_oxide_like,C-Fe-O
framework_groupkfold,0,Li_000251,Li|Fe2C2O7,Li,transition_metal_oxide_like,C-Fe-O
framework_groupkfold,0,Li_000252,Li|Fe2C2O7,Li,transition_metal_oxide_like,C-Fe-O
framework_groupkfold,0,Li_000253,Li|Fe(CO3)4,Li,transition_metal_oxide_like,C-Fe-O
framework_groupkfold,0,Li_000254,Li|FePCO7,Li,polyanion_phosphate_like,C-Fe-O-P
framework_groupkfold,0,Li_000255,Li|FePCO7,Li,polyanion_phosphate_like,C-Fe-O-P
framework_groupkfold,0,Li_000256,Li|FePCO7,Li,polyanion_phosphate_like,C-Fe-O-P
framework_groupkfold,0,Li_000257,Li|FePCO7,Li,polyanion_phosphate_like,C-Fe-O-P
framework_groupkfold,0,Li_000258,Li|FePCO7,Li,polyanion_phosphate_like,C-Fe-O-P
framework_groupkfold,0,Li_000259,Li|FePCO7,Li,polyanion_phosphate_like,C-Fe-O-P
framework_groupkfold,0,Li_000260,Li|FePCO7,Li,polyanion_phosphate_like,C-Fe-O-P
framework_groupkfold,0,Li_000261,Li|FePCO7,Li,polyanion_phosphate_like,C-Fe-O-P
framework_groupkfold,0,Li_000263,Li|FePCO7,Li,polyanion_phosphate_like,C-Fe-O-P
framework_groupkfold,0,Li_000267,Li|KNbPCO7,Li,polyanion_phosphate_like,C-K-Nb-O-P
framework_groupkfold,0,Li_000269,Li|Na5Mn2P2(CO7)2,Li,polyanion_phosphate_like,C-Mn-Na-O-P
framework_groupkfold,0,Li_000270,Li|Na5Mn2P2(CO7)2,Li,polyanion_phosphate_like,C-Mn-Na-O-P
framework_groupkfold,0,Li_000296,Li|TiPCO7,Li,polyanion_phosphate_like,C-O-P-Ti
framework_groupkfold,0,Li_000297,Li|Mn3CrO8,Li,transition_metal_oxide_like,Cr-Mn-O
framework_groupkfold,0,Li_000298,Li|VPCO7,Li,polyanion_phosphate_like,C-O-P-V
framework_groupkfold,0,Li_000301,Li|MnCrO4,Li,transition_metal_oxide_like,Cr-Mn-O
framework_groupkfold,0,Li_000304,Li|MnCrO4,Li,transition_metal_oxide_like,Cr-Mn-O
framework_groupkfold,0,Li_000305,Li|Mn3CrO8,Li,transition_metal_oxide_like,Cr-Mn-O
framework_groupkfold,0,Li_000306,Li|Mn2CrO6,Li,transition_metal_oxide_like,Cr-Mn-O
framework_groupkfold,0,Li_000308,Li|MnCrO4,Li,transition_metal_oxide_like,Cr-Mn-O
framework_groupkfold,0,Li_000312,Li|Mn3Cr(PO4)4,Li,polyanion_phosphate_like,Cr-Mn-O-P
framework_groupkfold,0,Li_000313,Li|MnCr3(PO4)4,Li,polyanion_phosphate_like,Cr-Mn-O-P
framework_groupkfold,0,Li_000320,Li|Mn3Cr2Sb3O16,Li,transition_metal_oxide_like,Cr-Mn-O-Sb
framework_groupkfold,0,Li_000322,Li|Mn3Cr3(SbO8)2,Li,transition_metal_oxide_like,Cr-Mn-O-Sb
framework_groupkfold,0,Li_000323,Li|Mn2Cr3Sb3O16,Li,transition_metal_oxide_like,Cr-Mn-O-Sb
framework_groupkfold,0,Li_000326,Li|Ti3Mn2Cr3O16,Li,transition_metal_oxide_like,Cr-Mn-O-Ti
framework_groupkfold,0,Li_000338,Li|Cr3(NiO6)2,Li,transition_metal_oxide_like,Cr-Ni-O
framework_groupkfold,0,Li_000339,Li|Cr2Ni5O12,Li,transition_metal_oxide_like,Cr-Ni-O
framework_groupkfold,0,Li_000342,Li|CrNi(PO4)2,Li,polyanion_phosphate_like,Cr-Ni-O-P
framework_groupkfold,0,Li_000351,Li|CrO4,Li,transition_metal_oxide_like,Cr-O
framework_groupkfold,0,Li_000360,Li|CrO4,Li,transition_metal_oxide_like,Cr-O
framework_groupkfold,0,Li_000361,Li|Cr19O48,Li,transition_metal_oxide_like,Cr-O
framework_groupkfold,0,Li_000365,Li|Cr19O48,Li,transition_metal_oxide_like,Cr-O
framework_groupkfold,0,Li_000366,Li|CrO3,Li,transition_metal_oxide_like,Cr-O
framework_groupkfold,0,Li_000369,Li|Cr3P3O13,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000370,Li|CrPO4,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000373,Li|CrPO4,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000392,Li|CrPO4,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000401,Li|Cr4(PO4)3,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000404,Li|CrPO4,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000407,Li|Cr4(PO4)3,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000408,Li|Cr4(PO4)3,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000410,Li|CrPO4,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000411,Li|CrPO5,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000417,Li|CrPO4,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000418,Li|Cr4P9O32,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000423,Li|CrPO4,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000427,Li|CrPO4,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000428,Li|CrPO4,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000429,Li|CrPO5,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000435,Li|CrPO4,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000438,Li|Cr(PO3)8,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000439,Li|CrPO4,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000443,Li|CrPO4,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000444,Li|CrPO5,Li,polyanion_phosphate_like,Cr-O-P
framework_groupkfold,0,Li_000455,Li|VCr(P2O7)2,Li,polyanion_phosphate_like,Cr-O-P-V
framework_groupkfold,0,Li_000464,Li|TiCrSO8,Li,sulfate_or_sulfur_oxoanion_like,Cr-O-S-Ti
framework_groupkfold,0,Li_000465,Li|Cr3Sn3(SbO8)2,Li,transition_metal_oxide_like,Cr-O-Sb-Sn
framework_groupkfold,0,Li_000480,Li|V3Cr3(TeO8)2,Li,transition_metal_oxide_like,Cr-O-Te-V
framework_groupkfold,0,Li_000482,Li|TiCrO4,Li,transition_metal_oxide_like,Cr-O-Ti
framework_groupkfold,0,Li_000483,Li|V3CrO8,Li,transition_metal_oxide_like,Cr-O-V
framework_groupkfold,0,Li_000484,Li|Ti3CrO8,Li,transition_metal_oxide_like,Cr-O-Ti
framework_groupkfold,0,Li_000486,Li|TiCrO4,Li,transition_metal_oxide_like,Cr-O-Ti
framework_groupkfold,0,Li_000491,Li|V3CrO8,Li,transition_metal_oxide_like,Cr-O-V
framework_groupkfold,0,Li_000493,Li|VCr3O8,Li,transition_metal_oxide_like,Cr-O-V
framework_groupkfold,0,Li_000495,Li|VCr3O8,Li,transition_metal_oxide_like,Cr-O-V
framework_groupkfold,0,Li_000496,Li|VCr3O8,Li,transition_metal_oxide_like,Cr-O-V
framework_groupkfold,0,Li_000497,Li|V3CrO8,Li,transition_metal_oxide_like,Cr-O-V
framework_groupkfold,0,Li_000498,Li|V3CrO8,Li,transition_metal_oxide_like,Cr-O-V
framework_groupkfold,0,Li_000500,Li|V5Cr3O16,Li,transition_metal_oxide_like,Cr-O-V
framework_groupkfold,0,Li_000501,Li|VCr3O8,Li,transition_metal_oxide_like,Cr-O-V
framework_groupkfold,0,Li_000503,Li|V3CrO8,Li,transition_metal_oxide_like,Cr-O-V
framework_groupkfold,0,Li_000515,Li|Cs2MnO4,Li,transition_metal_oxide_like,Cs-Mn-O
framework_groupkfold,0,Li_000516,Li|CsTm(WO4)2,Li,transition_metal_oxide_like,Cs-O-Tm-W
framework_groupkfold,0,Li_000521,Li|MnCuF6,Li,halide_or_fluoride_like,Cu-F-Mn
framework_groupkfold,0,Li_000522,Li|Cu6OF11,Li,oxyfluoride_or_fluoropolyanion_like,Cu-F-O
framework_groupkfold,0,Li_000526,Li|Fe3CuO8,Li,transition_metal_oxide_like,Cu-Fe-O
framework_groupkfold,0,Li_000527,Li|Fe2Cu3O10,Li,transition_metal_oxide_like,Cu-Fe-O
framework_groupkfold,0,Li_000529,Li|FeCu3O8,Li,transition_metal_oxide_like,Cu-Fe-O
framework_groupkfold,0,Li_000534,Li|TiFe3Cu2(PO4)6,Li,polyanion_phosphate_like,Cu-Fe-O-P-Ti
framework_groupkfold,0,Li_000543,Li|In2CuSe4,Li,other_or_unclear,Cu-In-Se
framework_groupkfold,0,Li_000544,Li|La8Cu3O16,Li,transition_metal_oxide_like,Cu-La-O
framework_groupkfold,0,Li_000546,Li|La8Cu3O16,Li,transition_metal_oxide_like,Cu-La-O
framework_groupkfold,0,Li_000549,Li|La8Cu3O16,Li,transition_metal_oxide_like,Cu-La-O
framework_groupkfold,0,Li_000560,Li|Mn5Cu(PO4)6,Li,polyanion_phosphate_like,Cu-Mn-O-P
framework_groupkfold,0,Li_000593,Li|Cu(PO3)4,Li,polyanion_phosphate_like,Cu-O-P
framework_groupkfold,0,Li_000595,Li|Cu2P5O16,Li,polyanion_phosphate_like,Cu-O-P
framework_groupkfold,0,Li_000600,Li|CuP4O11,Li,polyanion_phosphate_like,Cu-O-P
framework_groupkfold,0,Li_000606,Li|Cu(PO3)4,Li,polyanion_phosphate_like,Cu-O-P
framework_groupkfold,0,Li_000608,Li|Cu(PO3)4,Li,polyanion_phosphate_like,Cu-O-P
framework_groupkfold,0,Li_000610,Li|Cu(PO3)4,Li,polyanion_phosphate_like,Cu-O-P
framework_groupkfold,0,Li_000628,Li|CuSbO5,Li,transition_metal_oxide_like,Cu-O-Sb
framework_groupkfold,0,Li_000638,Li|V3CuO8,Li,transition_metal_oxide_like,Cu-O-V
framework_groupkfold,0,Li_000649,Li|FeF4,Li,halide_or_fluoride_like,F-Fe
framework_groupkfold,0,Li_000651,Li|FeF4,Li,halide_or_fluoride_like,F-Fe
framework_groupkfold,0,Li_000653,Li|FeF4,Li,halide_or_fluoride_like,F-Fe
framework_groupkfold,0,Li_000654,Li|FeF4,Li,halide_or_fluoride_like,F-Fe
framework_groupkfold,0,Li_000655,Li|FeF4,Li,halide_or_fluoride_like,F-Fe
framework_groupkfold,0,Li_000662,Li|Fe7O7F,Li,oxyfluoride_or_fluoropolyanion_like,F-Fe-O
framework_groupkfold,0,Li_000663,Li|Fe5(OF2)4,Li,oxyfluoride_or_fluoropolyanion_like,F-Fe-O
framework_groupkfold,0,Li_000666,Li|Fe7(OF3)3,Li,oxyfluoride_or_fluoropolyanion_like,F-Fe-O
framework_groupkfold,0,Li_000668,Li|Fe5(OF2)4,Li,oxyfluoride_or_fluoropolyanion_like,F-Fe-O
framework_groupkfold,0,Li_000676,Li|FeOF,Li,oxyfluoride_or_fluoropolyanion_like,F-Fe-O
framework_groupkfold,0,Li_000678,Li|Fe2O2F3,Li,oxyfluoride_or_fluoropolyanion_like,F-Fe-O
framework_groupkfold,0,Li_000685,Li|FeOF,Li,oxyfluoride_or_fluoropolyanion_like,F-Fe-O
framework_groupkfold,0,Li_000690,Li|FeSiO4,Li,silicate_like,Fe-O-Si
framework_groupkfold,0,Li_000691,Li|FeSiO4,Li,silicate_like,Fe-O-Si
framework_groupkfold,0,Li_000692,Li|FeSiO4,Li,silicate_like,Fe-O-Si
framework_groupkfold,0,Li_000696,Li|FeSiO4,Li,silicate_like,Fe-O-Si
framework_groupkfold,0,Li_000697,Li|FeSiO4,Li,silicate_like,Fe-O-Si
framework_groupkfold,0,Li_000698,Li|FeSiO4,Li,silicate_like,Fe-O-Si
framework_groupkfold,0,Li_000699,Li|FeSiO4,Li,silicate_like,Fe-O-Si
framework_groupkfold,0,Li_000700,Li|FeSiO4,Li,silicate_like,Fe-O-Si
framework_groupkfold,0,Li_000701,Li|FeSiO4,Li,silicate_like,Fe-O-Si
framework_groupkfold,0,Li_000703,Li|FeSi2O7,Li,silicate_like,Fe-O-Si
framework_groupkfold,0,Li_000704,Li|FeSiO4,Li,silicate_like,Fe-O-Si
framework_groupkfold,0,Li_000705,Li|FeSiO4,Li,silicate_like,Fe-O-Si
framework_groupkfold,0,Li_000706,Li|FeSiO4,Li,silicate_like,Fe-O-Si
framework_groupkfold,0,Li_000708,Li|FeSiO4,Li,silicate_like,Fe-O-Si
framework_groupkfold,0,Li_000709,Li|Fe3(SnO5)2,Li,transition_metal_oxide_like,Fe-O-Sn
framework_groupkfold,0,Li_000734,Li|V3(FeO6)2,Li,transition_metal_oxide_like,Fe-O-V
framework_groupkfold,0,Li_000741,Li|Fe(WO4)2,Li,transition_metal_oxide_like,Fe-O-W
framework_groupkfold,0,Li_000744,Li|Fe(PS3)2,Li,sulfide_like,Fe-P-S
framework_groupkfold,0,Li_000751,Li|VGa3O8,Li,transition_metal_oxide_like,Ga-O-V
framework_groupkfold,0,Li_000757,Li|V(GeO3)2,Li,transition_metal_oxide_like,Ge-O-V
framework_groupkfold,0,Li_000762,Li|MnPHO5,Li,polyanion_phosphate_like,H-Mn-O-P
framework_groupkfold,0,Li_000770,Li|MnH4(SO5)2,Li,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S
framework_groupkfold,0,Li_000772,Li|MnH4(SO5)2,Li,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S
framework_groupkfold,0,Li_000774,Li|MnH8(SO6)2,Li,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S
framework_groupkfold,0,Li_000775,Li|NiH12(SO7)2,Li,sulfate_or_sulfur_oxoanion_like,H-Ni-O-S
framework_groupkfold,0,Li_000788,Li|VSi4(HO6)2,Li,silicate_like,H-O-Si-V
framework_groupkfold,0,Li_000796,Li|K2MnO4,Li,transition_metal_oxide_like,K-Mn-O
framework_groupkfold,0,Li_000803,Li|K2VPO6,Li,polyanion_phosphate_like,K-O-P-V
framework_groupkfold,0,Li_000811,Li|La6Mn3O14,Li,transition_metal_oxide_like,La-Mn-O
framework_groupkfold,0,Li_000812,Li|La2MoO6,Li,transition_metal_oxide_like,La-Mo-O
framework_groupkfold,0,Li_000813,Li|La3Nb2O12,Li,transition_metal_oxide_like,La-Nb-O
framework_groupkfold,0,Li_000820,Li|La4NiO8,Li,transition_metal_oxide_like,La-Ni-O
framework_groupkfold,0,Li_000830,Li|Mg(NiO2)4,Li,transition_metal_oxide_like,Mg-Ni-O
framework_groupkfold,0,Li_000833,Li|Mg3Ti6O16,Li,transition_metal_oxide_like,Mg-O-Ti
framework_groupkfold,0,Li_000835,Li|MgSn,Li,other_or_unclear,Mg-Sn
framework_groupkfold,0,Li_000839,Li|Mn2N3,Li,other_or_unclear,Mn-N
framework_groupkfold,0,Li_000843,Li|Na2Mn(PO3)5,Li,polyanion_phosphate_like,Mn-Na-O-P
framework_groupkfold,0,Li_000846,Li|Mn3NbO8,Li,transition_metal_oxide_like,Mn-Nb-O
framework_groupkfold,0,Li_000851,Li|MnNi3O8,Li,transition_metal_oxide_like,Mn-Ni-O
framework_groupkfold,0,Li_000858,Li|Mn15NiO32,Li,transition_metal_oxide_like,Mn-Ni-O
framework_groupkfold,0,Li_000860,Li|Mn5Ni3O16,Li,transition_metal_oxide_like,Mn-Ni-O
framework_groupkfold,0,Li_000865,Li|Mn4NiO8,Li,transition_metal_oxide_like,Mn-Ni-O
framework_groupkfold,0,Li_000878,Li|Ti2Mn3Ni3O16,Li,transition_metal_oxide_like,Mn-Ni-O-Ti
framework_groupkfold,0,Li_000893,Li|Mn7O12,Li,transition_metal_oxide_like,Mn-O
framework_groupkfold,0,Li_000913,Li|Mn7O12,Li,transition_metal_oxide_like,Mn-O
framework_groupkfold,0,Li_000919,Li|Mn6P7O24,Li,polyanion_phosphate_like,Mn-O-P
framework_groupkfold,0,Li_000931,Li|Mn3P3O13,Li,polyanion_phosphate_like,Mn-O-P
framework_groupkfold,0,Li_000959,Li|Mn3(P2O7)2,Li,polyanion_phosphate_like,Mn-O-P
framework_groupkfold,0,Li_000968,Li|Mn3(P2O7)2,Li,polyanion_phosphate_like,Mn-O-P
framework_groupkfold,0,Li_000969,Li|Mn2P3O11,Li,polyanion_phosphate_like,Mn-O-P
framework_groupkfold,0,Li_000987,Li|Mn9(PO4)8,Li,polyanion_phosphate_like,Mn-O-P
framework_groupkfold,0,Li_001026,Li|MnSn(PO4)2,Li,polyanion_phosphate_like,Mn-O-P-Sn
framework_groupkfold,0,Li_001029,Li|Mn5Sn(PO4)6,Li,polyanion_phosphate_like,Mn-O-P-Sn
framework_groupkfold,0,Li_001034,Li|Ti4Mn(PO4)6,Li,polyanion_phosphate_like,Mn-O-P-Ti
framework_groupkfold,0,Li_001035,Li|TiMn3(PO4)4,Li,polyanion_phosphate_like,Mn-O-P-Ti
