working_ion,record_index,electrode_uid,raw_electrode_has_structure_like_field,any_linked_material_has_structure,record_has_any_structure_route
Li,Li_000152,el_598ed645f0624e3c,True,True,True
Li,Li_000153,el_7e1f1a80c027ff16,True,True,True
Li,Li_000154,el_50d4c26c4dc6e3e3,True,True,True
Li,Li_000155,el_8e9528d7e9661111,True,True,True
Li,Li_000156,el_06a6947d348a0d19,True,True,True
Li,Li_000157,el_41d5766a51eba551,True,True,True
Li,Li_000158,el_49cee14e0c817e7d,True,True,True
Li,Li_000159,el_ba8a4c8e1ff399dc,True,True,True
Li,Li_000160,el_3ac533b25237bccf,True,True,True
Li,Li_000161,el_a93e784f46c3842c,True,True,True
Li,Li_000162,el_eafd64d366e4d214,True,True,True
Li,Li_000163,el_94abde12b501dfb5,True,True,True
Li,Li_000164,el_61c3f28dc36c5523,True,True,True
Li,Li_000165,el_9aed7c03056f7386,True,True,True
Li,Li_000166,el_b6d12beb908f70b6,True,True,True
Li,Li_000167,el_7efb647f9d284f87,True,True,True
Li,Li_000168,el_fa6b4f6ebfd4f0ce,True,True,True
Li,Li_000169,el_b455553244db7432,True,True,True
Li,Li_000170,el_0db45c13cf0c3498,True,True,True
Li,Li_000171,el_866077d014b1c577,True,True,True
Li,Li_000172,el_3814d811d0d827b5,True,True,True
Li,Li_000173,el_dbb92f79f296f67c,True,True,True
Li,Li_000174,el_9e0eee79fbaa4396,True,True,True
Li,Li_000175,el_205be3863b288704,True,True,True
Li,Li_000176,el_b0fb34c3eb8e6f3a,True,True,True
Li,Li_000177,el_ea89a274dcda67aa,True,True,True
Li,Li_000178,el_bde364526028707d,True,True,True
Li,Li_000179,el_55ab612c502fc9c4,True,True,True
Li,Li_000180,el_3cad5a9cd0312fd0,True,True,True
Li,Li_000181,el_268d1192d9121fe2,True,True,True
Li,Li_000182,el_5c9cd86d02cd34ad,True,True,True
Li,Li_000183,el_bd0ceb573de6ee19,True,True,True
Li,Li_000184,el_a8c445a91c241726,True,True,True
Li,Li_000185,el_c142fafa2dbbf711,True,True,True
Li,Li_000186,el_da1775d6877cba60,True,True,True
Li,Li_000187,el_c918c0334981f03b,True,True,True
Li,Li_000188,el_689948667ca1b0a9,True,True,True
Li,Li_000189,el_4a17018f3edb1c99,True,True,True
Li,Li_000190,el_0becfde3598abf62,True,True,True
Li,Li_000191,el_4764a43cafb3ec2d,True,True,True
Li,Li_000192,el_1d7d7e90993f2e8e,True,True,True
Li,Li_000193,el_7ef1b4971a9c4383,True,True,True
Li,Li_000194,el_d8978b8d578a78be,True,True,True
Li,Li_000195,el_7568a4e72f5d32e5,True,True,True
Li,Li_000196,el_4416b07db035a356,True,True,True
Li,Li_000197,el_a5a91142dad84145,True,True,True
Li,Li_000198,el_a099bd2b3d3c69e7,True,True,True
Li,Li_000199,el_12135aa85dc71310,True,True,True
Li,Li_000200,el_fcb51c8359b511cd,True,True,True
Li,Li_000201,el_f9cbc269d960d0a0,True,True,True
Li,Li_000202,el_36fc5cdd3117a71d,True,True,True
Li,Li_000203,el_2a8122dd615226a4,True,True,True
Li,Li_000204,el_8cc28d233911b17a,True,True,True
Li,Li_000205,el_d14b0b9950c3ef8d,True,True,True
Li,Li_000206,el_c5b4241de29bdc46,True,True,True
Li,Li_000207,el_7f1f529b30c457f9,True,True,True
Li,Li_000208,el_75e1e4751a88e43b,True,True,True
Li,Li_000209,el_c41885a8aba8dcde,True,True,True
Li,Li_000210,el_bf3c37289ad65418,True,True,True
Li,Li_000211,el_d7f812cb4bfd3a8e,True,True,True
Li,Li_000212,el_6d3db30431754700,True,True,True
Li,Li_000213,el_d0ae578b7934e63e,True,True,True
Li,Li_000214,el_392fa415aabb8812,True,True,True
Li,Li_000215,el_70efa014aa9823a7,True,True,True
Li,Li_000216,el_91ba70415a578da3,True,True,True
Li,Li_000217,el_bf76b515cc0a49cb,True,True,True
Li,Li_000218,el_e9c344748de6f3d3,True,True,True
Li,Li_000219,el_a5982a4ca23a22b1,True,True,True
Li,Li_000220,el_fdf624b5282fe378,True,True,True
Li,Li_000221,el_862f7c84c3fb428a,True,True,True
Li,Li_000222,el_9547324e147dca93,True,True,True
Li,Li_000223,el_828372f0b3037e52,True,True,True
Li,Li_000224,el_7978dc26deffabd2,True,True,True
Li,Li_000225,el_49459782052b120f,True,True,True
Li,Li_000226,el_6be2cb93a754918a,True,True,True
Li,Li_000227,el_9cadcc8b0984b97a,True,True,True
Li,Li_000228,el_37a3434e889a6fec,True,True,True
Li,Li_000229,el_fc7104a10cdf68d7,True,True,True
Li,Li_000230,el_1a8b6127bf6fa91d,True,True,True
Li,Li_000231,el_8a0f5b6b92d31d0a,True,True,True
Li,Li_000232,el_d27eb6965481582a,True,True,True
Li,Li_000233,el_86d21dd13a8042c2,True,True,True
Li,Li_000234,el_fd9aecafb6ecc74c,True,True,True
Li,Li_000235,el_d83a2c6a892a12ec,True,True,True
Li,Li_000236,el_8cf4827c58af78b6,True,True,True
Li,Li_000237,el_11e1d725bb4b60ae,True,True,True
Li,Li_000238,el_645e8d1ef65e730a,True,True,True
Li,Li_000239,el_a901bc3bb337b2d6,True,True,True
Li,Li_000240,el_87e969e1995370f4,True,True,True
Li,Li_000241,el_98ca2cf5ef73a7c7,True,True,True
Li,Li_000242,el_c32842506b72d24b,True,True,True
Li,Li_000243,el_714be7ed02de39a3,True,True,True
Li,Li_000244,el_bad906deba49f06b,True,True,True
Li,Li_000245,el_402618d21f88008b,True,True,True
Li,Li_000246,el_448b76251dbf8062,True,True,True
Li,Li_000247,el_0fe18b2d476a7b6a,True,True,True
Li,Li_000248,el_65410dbfa37ce343,True,True,True
Li,Li_000249,el_e4cf1fe73ee7ad53,True,True,True
Li,Li_000250,el_14ff0fce67468e87,True,True,True
Li,Li_000251,el_0362d4ce8928ed59,True,True,True
Li,Li_000252,el_4e2902a3da4f66af,True,True,True
Li,Li_000253,el_5608ce981270f371,True,True,True
Li,Li_000254,el_bb488fd89b0b8227,True,True,True
Li,Li_000255,el_8e180905c86df8ce,True,True,True
Li,Li_000256,el_c4b41d16bf6240bd,True,True,True
Li,Li_000257,el_ef7ad47921ad5189,True,True,True
Li,Li_000258,el_6cffa16e3e8dfae9,True,True,True
Li,Li_000259,el_6f07b80505456f77,True,True,True
Li,Li_000260,el_236f2f0fd51e4ae3,True,True,True
Li,Li_000261,el_f89bd59022d2978a,True,True,True
Li,Li_000262,el_4c7c59a237ebae3a,True,True,True
Li,Li_000263,el_b0a07f1d5c2320f2,True,True,True
Li,Li_000264,el_ac0820a52928adfc,True,True,True
Li,Li_000265,el_988eee4ab79bb1d9,True,True,True
Li,Li_000266,el_cc3b12c50ce2a470,True,True,True
Li,Li_000267,el_f3dcc784eac07046,True,True,True
Li,Li_000268,el_a260ab669c8a5a88,True,True,True
Li,Li_000269,el_4b9e4dc3b94d1a68,True,True,True
Li,Li_000270,el_9e1610500ae0947a,True,True,True
Li,Li_000271,el_bfc856d30354b0fb,True,True,True
Li,Li_000272,el_5cfd7227670615aa,True,True,True
Li,Li_000273,el_58acfb56378cf981,True,True,True
Li,Li_000274,el_359bebd6ea870545,True,True,True
Li,Li_000275,el_3492bf14ddbaf974,True,True,True
Li,Li_000276,el_869ae20e4f834d1b,True,True,True
Li,Li_000277,el_c7fe9d26b8b80e89,True,True,True
Li,Li_000278,el_3e5d619256229ecc,True,True,True
Li,Li_000279,el_2a40ed86e05ba07d,True,True,True
Li,Li_000280,el_fab073dc40364df0,True,True,True
Li,Li_000281,el_9f98329929917e8a,True,True,True
Li,Li_000282,el_cf67b3bd7e1c34fd,True,True,True
Li,Li_000283,el_9efcbf8928571212,True,True,True
Li,Li_000284,el_edc9c688749e2e5a,True,True,True
Li,Li_000285,el_29c4f17c2471bb5e,True,True,True
Li,Li_000286,el_31652c41fc5e4138,True,True,True
Li,Li_000287,el_3aab627584afa803,True,True,True
Li,Li_000288,el_a2dfbd8473741cad,True,True,True
Li,Li_000289,el_177fff0abae080a9,True,True,True
Li,Li_000290,el_ac17effc7c3ad018,True,True,True
Li,Li_000291,el_755bb543f0194867,True,True,True
Li,Li_000292,el_d1196ec729730f58,True,True,True
Li,Li_000293,el_3f726ff4ace2bdbc,True,True,True
Li,Li_000294,el_a33e5062bcbb499a,True,True,True
Li,Li_000295,el_2777aa363bf467bc,True,True,True
Li,Li_000296,el_1eefb744b1a3bb64,True,True,True
Li,Li_000297,el_d755281f6c65a7e9,True,True,True
Li,Li_000298,el_8b17e10324d9c79e,True,True,True
Li,Li_000299,el_493264f3c3e2c014,True,True,True
Li,Li_000300,el_67069ebee2e4943e,True,True,True
Li,Li_000301,el_38ac25c3afdd4179,True,True,True
Li,Li_000302,el_8f7250c110686e23,True,True,True
Li,Li_000303,el_14fc1e55cc1ee34e,True,True,True
Li,Li_000304,el_a9af460ab341ea9e,True,True,True
Li,Li_000305,el_d718787883e167f2,True,True,True
Li,Li_000306,el_5c2d254a7f210f79,True,True,True
Li,Li_000307,el_c1ec92a8096f1748,True,True,True
Li,Li_000308,el_1a39250e411d6b86,True,True,True
Li,Li_000309,el_1a6b8addae6a5eef,True,True,True
Li,Li_000310,el_4b212764ee923543,True,True,True
Li,Li_000311,el_70cbf4b96c788893,True,True,True
Li,Li_000312,el_f3b81257978f2097,True,True,True
Li,Li_000313,el_4d4efb32025d3b88,True,True,True
Li,Li_000314,el_edb3a6a3b6a7227d,True,True,True
Li,Li_000315,el_e4bf9f389ea7f5c9,True,True,True
Li,Li_000316,el_1516e4023823287f,True,True,True
Li,Li_000317,el_e1dbcb282fc0269a,True,True,True
Li,Li_000318,el_791b591b1806fd6b,True,True,True
Li,Li_000319,el_0908798103a71d7e,True,True,True
Li,Li_000320,el_348c336a92447c46,True,True,True
Li,Li_000321,el_a2a8f19087b80db4,True,True,True
Li,Li_000322,el_2013c017fa14e881,True,True,True
Li,Li_000323,el_df19c0321b092f10,True,True,True
Li,Li_000324,el_14c9d478b0ed8973,True,True,True
Li,Li_000325,el_efed434c5bff8cb1,True,True,True
Li,Li_000326,el_23afd924ad8e8672,True,True,True
Li,Li_000327,el_dff43daa7af8fbb5,True,True,True
Li,Li_000328,el_245a229f81f8c692,True,True,True
Li,Li_000329,el_5b6882292f1836cc,True,True,True
Li,Li_000330,el_4f3d32efa1067017,True,True,True
Li,Li_000331,el_0d17427431345869,True,True,True
Li,Li_000332,el_5ef21cc3535b6e3d,True,True,True
Li,Li_000333,el_85a7da9f52487474,True,True,True
Li,Li_000334,el_3bb5496af026cf64,True,True,True
Li,Li_000335,el_eadb5551f435d9d0,True,True,True
Li,Li_000336,el_9e4e3af761118e86,True,True,True
Li,Li_000337,el_6750fa5b99f0010d,True,True,True
Li,Li_000338,el_6f8bf334c1babeba,True,True,True
Li,Li_000339,el_755326a4532bb489,True,True,True
Li,Li_000340,el_7a29468248eda2f7,True,True,True
Li,Li_000341,el_dfd789abe26054eb,True,True,True
Li,Li_000342,el_adf66999cf35ed9b,True,True,True
Li,Li_000343,el_6ff6fb8ddb6e71df,True,True,True
Li,Li_000344,el_ba9ea2000b479e59,True,True,True
Li,Li_000345,el_2dec1e8f73946856,True,True,True
Li,Li_000346,el_0efff00c929d5320,True,True,True
Li,Li_000347,el_e2bf378bd545b87a,True,True,True
Li,Li_000348,el_6754da3478122c26,True,True,True
Li,Li_000349,el_9419a91401acb7ad,True,True,True
Li,Li_000350,el_4bd1096a2c6f378a,True,True,True
Li,Li_000351,el_b67df5b1c71bd4da,True,True,True
Li,Li_000352,el_de12174afc4b5cea,True,True,True
Li,Li_000353,el_685e35cda18203d8,True,True,True
Li,Li_000354,el_5730a9fbe136400e,True,True,True
Li,Li_000355,el_4322f002fffe72f5,True,True,True
Li,Li_000356,el_240d03d4ee82d611,True,True,True
Li,Li_000357,el_909609a8ebaa3e13,True,True,True
Li,Li_000358,el_98f10dd6cb92f35a,True,True,True
Li,Li_000359,el_4b61adefdaabbd9b,True,True,True
Li,Li_000360,el_21cc61320c703433,True,True,True
Li,Li_000361,el_e4c24ec747b72257,True,True,True
Li,Li_000362,el_4238eda3dff984bf,True,True,True
Li,Li_000363,el_5b01d8ce5a3180f4,True,True,True
Li,Li_000364,el_d41b82deab1ab692,True,True,True
Li,Li_000365,el_03009512032cb55c,True,True,True
Li,Li_000366,el_536699e1b8e833f0,True,True,True
Li,Li_000367,el_1782fdefafb39d9f,True,True,True
Li,Li_000368,el_c6d272e5c240fee1,True,True,True
Li,Li_000369,el_46a120a1494c7c0a,True,True,True
Li,Li_000370,el_0e4a569b73466e3d,True,True,True
Li,Li_000371,el_7bfa847248dcfb5f,True,True,True
Li,Li_000372,el_b1038960eccc815a,True,True,True
Li,Li_000373,el_a0a48e95db95f5cb,True,True,True
Li,Li_000374,el_734b04cc9d6014d4,True,True,True
Li,Li_000375,el_00ad401968e6ed6c,True,True,True
Li,Li_000376,el_1862c6874fa314d1,True,True,True
Li,Li_000377,el_8f751287b309d972,True,True,True
Li,Li_000378,el_3d32df62739aea68,True,True,True
Li,Li_000379,el_d9b5a0f2eef6a3e2,True,True,True
Li,Li_000380,el_de875ec23de88577,True,True,True
Li,Li_000381,el_faa7a75d0ffefeec,True,True,True
Li,Li_000382,el_cb7117cd5bdedfcf,True,True,True
Li,Li_000383,el_680550d24e0c12a8,True,True,True
Li,Li_000384,el_4a3bb8be9895e204,True,True,True
Li,Li_000385,el_21cbce8e9c14bda2,True,True,True
Li,Li_000386,el_09e2421f4dd58e6a,True,True,True
Li,Li_000387,el_af5f5c40409395aa,True,True,True
Li,Li_000388,el_e194b04237ee8210,True,True,True
Li,Li_000389,el_818d607bba7adcfc,True,True,True
Li,Li_000390,el_a6c8a67b20bf860a,True,True,True
Li,Li_000391,el_3c2ffa11a5a70c7a,True,True,True
Li,Li_000392,el_52c5f06543730c2a,True,True,True
Li,Li_000393,el_4bd7ca96452c07f6,True,True,True
Li,Li_000394,el_85037406a3759df4,True,True,True
Li,Li_000395,el_afbf45c233198a96,True,True,True
Li,Li_000396,el_0c0adab2f638d5e2,True,True,True
Li,Li_000397,el_b795291c585ee504,True,True,True
Li,Li_000398,el_5397b50f0cd11011,True,True,True
Li,Li_000399,el_53222a6cfbe2c681,True,True,True
Li,Li_000400,el_9009ad841636e232,True,True,True
Li,Li_000401,el_d4f362f40ded42fe,True,True,True
Li,Li_000402,el_ff1d0b112189a873,True,True,True
Li,Li_000403,el_baad9c5323f5507a,True,True,True
Li,Li_000404,el_9f3e343d2e9c8c8f,True,True,True
Li,Li_000405,el_511515330abff510,True,True,True
Li,Li_000406,el_e17747fa5cadfc6f,True,True,True
Li,Li_000407,el_61756b5af30599ad,True,True,True
Li,Li_000408,el_eb5292157e9faa2c,True,True,True
Li,Li_000409,el_54972896793ac6d4,True,True,True
Li,Li_000410,el_6a37f42257a10074,True,True,True
Li,Li_000411,el_0314524b0bb23e09,True,True,True
Li,Li_000412,el_86e35aec417f9bcb,True,True,True
Li,Li_000413,el_5823811c6422cd53,True,True,True
Li,Li_000414,el_7dc931d073cb0165,True,True,True
Li,Li_000415,el_476b3b3738dde657,True,True,True
Li,Li_000416,el_f3a09fea76a6e92f,True,True,True
Li,Li_000417,el_f8adbea1813bc0ac,True,True,True
Li,Li_000418,el_6b3450ffe395b12c,True,True,True
Li,Li_000419,el_ade6a2f951befa74,True,True,True
Li,Li_000420,el_985d207d4815504a,True,True,True
Li,Li_000421,el_0dbc89ceeabf9c56,True,True,True
Li,Li_000422,el_e3f9aa02ccf4a960,True,True,True
Li,Li_000423,el_a7afe671b1e02fe5,True,True,True
Li,Li_000424,el_adc84e05a1e23eaf,True,True,True
Li,Li_000425,el_f5cb291cd3596416,True,True,True
Li,Li_000426,el_70ddf1c20a935349,True,True,True
Li,Li_000427,el_1e481ab74dba600e,True,True,True
Li,Li_000428,el_2fbb0bd41a8fae8b,True,True,True
Li,Li_000429,el_77ea85925ef41c7e,True,True,True
Li,Li_000430,el_1e47ce6dbbc1822c,True,True,True
Li,Li_000431,el_0afa111daa84222a,True,True,True
Li,Li_000432,el_e1053a2311145b4a,True,True,True
Li,Li_000433,el_58cfdf9e84b5483f,True,True,True
Li,Li_000434,el_5acbc44b82a21958,True,True,True
Li,Li_000435,el_de87c7df997ed544,True,True,True
Li,Li_000436,el_7324323c783e33d0,True,True,True
Li,Li_000437,el_06af1f50b0a2fcb9,True,True,True
Li,Li_000438,el_3d769bcf2cac83b0,True,True,True
Li,Li_000439,el_c58647efa778022e,True,True,True
Li,Li_000440,el_52bbe158b8a46f5c,True,True,True
Li,Li_000441,el_6bdc04813a88b276,True,True,True
Li,Li_000442,el_c82be33759a9abce,True,True,True
Li,Li_000443,el_844844ff6062feaa,True,True,True
Li,Li_000444,el_c1242a6e8de2ccbd,True,True,True
Li,Li_000445,el_faf9ff4707f18eba,True,True,True
Li,Li_000446,el_d229c4131938f9d1,True,True,True
Li,Li_000447,el_c2eec0bab9c37429,True,True,True
Li,Li_000448,el_ee8edd0427bdada5,True,True,True
Li,Li_000449,el_8d88d6ddf41a5906,True,True,True
Li,Li_000450,el_718dabb6c9fa8eab,True,True,True
Li,Li_000451,el_0281f8177e78c228,True,True,True
Li,Li_000452,el_bcafd47bd0e273fb,True,True,True
Li,Li_000453,el_8283f22d37b3fc78,True,True,True
Li,Li_000454,el_c09d59f55fef5305,True,True,True
Li,Li_000455,el_9da64760cda2a650,True,True,True
Li,Li_000456,el_4efc3accf42603e0,True,True,True
Li,Li_000457,el_3012bdab84e074c7,True,True,True
Li,Li_000458,el_5aaed377cf798734,True,True,True
Li,Li_000459,el_56b0ec6e547868d3,True,True,True
Li,Li_000460,el_728cb0858dd6955c,True,True,True
Li,Li_000461,el_edc85bfb2ca013d8,True,True,True
Li,Li_000462,el_d603a3ee8b468a05,True,True,True
Li,Li_000463,el_76fc1564f94e6b43,True,True,True
Li,Li_000464,el_1a96b6bd331def5e,True,True,True
Li,Li_000465,el_2949ceb51e2b667b,True,True,True
Li,Li_000466,el_1e886c59a8f49004,True,True,True
Li,Li_000467,el_cbb0786791dda1c7,True,True,True
Li,Li_000468,el_b5058c399205ce85,True,True,True
Li,Li_000469,el_bd0d7e60d44a6791,True,True,True
Li,Li_000470,el_2c5ffdc7c019f737,True,True,True
Li,Li_000471,el_08d02dcf779d3332,True,True,True
Li,Li_000472,el_804e25a7307ce828,True,True,True
Li,Li_000473,el_710a54e9f459863a,True,True,True
Li,Li_000474,el_2dc474a688b4f154,True,True,True
Li,Li_000475,el_8037bfdc8e5cb2d0,True,True,True
Li,Li_000476,el_6e0c2da5405b138a,True,True,True
Li,Li_000477,el_60f6bf036d9283fb,True,True,True
Li,Li_000478,el_ee706850e2e64481,True,True,True
Li,Li_000479,el_4de5c7d5eacb7041,True,True,True
Li,Li_000480,el_056e44066be65449,True,True,True
Li,Li_000481,el_db1451235fb3ec83,True,True,True
Li,Li_000482,el_67dc3bc8b4d8f4e7,True,True,True
Li,Li_000483,el_6287d685ce6471b2,True,True,True
Li,Li_000484,el_bf16b79518817338,True,True,True
Li,Li_000485,el_6b30f3692a774df9,True,True,True
