relative_path,pattern,n_matches,pass
dft_inputs/Na_candidate_16/charged/01_relax/POTCAR.spec,previous_repository_identifier,0,True
dft_inputs/Na_candidate_16/charged/02_static_template/POTCAR.spec,api_key_assignment,0,True
dft_inputs/Na_candidate_16/charged/02_static_template/POTCAR.spec,previous_repository_identifier,0,True
dft_inputs/Na_candidate_16/charged/02_static_template/README_STATIC_STAGE.txt,api_key_assignment,0,True
dft_inputs/Na_candidate_16/charged/02_static_template/README_STATIC_STAGE.txt,previous_repository_identifier,0,True
dft_inputs/Na_candidate_16/discharged/01_relax/POTCAR.spec,api_key_assignment,0,True
dft_inputs/Na_candidate_16/discharged/01_relax/POTCAR.spec,previous_repository_identifier,0,True
dft_inputs/Na_candidate_16/discharged/02_static_template/POTCAR.spec,api_key_assignment,0,True
dft_inputs/Na_candidate_16/discharged/02_static_template/POTCAR.spec,previous_repository_identifier,0,True
dft_inputs/Na_candidate_16/discharged/02_static_template/README_STATIC_STAGE.txt,api_key_assignment,0,True
dft_inputs/Na_candidate_16/discharged/02_static_template/README_STATIC_STAGE.txt,previous_repository_identifier,0,True
exact_structures/Na_candidate_02/charged/provenance.json,api_key_assignment,0,True
exact_structures/Na_candidate_02/charged/provenance.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_02/charged/structure.json,api_key_assignment,0,True
exact_structures/Na_candidate_02/charged/structure.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_02/discharged/provenance.json,api_key_assignment,0,True
exact_structures/Na_candidate_02/discharged/provenance.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_02/discharged/structure.json,api_key_assignment,0,True
exact_structures/Na_candidate_02/discharged/structure.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_06/charged/provenance.json,api_key_assignment,0,True
exact_structures/Na_candidate_06/charged/provenance.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_06/charged/structure.json,api_key_assignment,0,True
exact_structures/Na_candidate_06/charged/structure.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_06/discharged/provenance.json,api_key_assignment,0,True
exact_structures/Na_candidate_06/discharged/provenance.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_06/discharged/structure.json,api_key_assignment,0,True
exact_structures/Na_candidate_06/discharged/structure.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_10/charged/provenance.json,api_key_assignment,0,True
exact_structures/Na_candidate_10/charged/provenance.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_10/charged/structure.json,api_key_assignment,0,True
exact_structures/Na_candidate_10/charged/structure.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_10/discharged/provenance.json,api_key_assignment,0,True
exact_structures/Na_candidate_10/discharged/provenance.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_10/discharged/structure.json,api_key_assignment,0,True
exact_structures/Na_candidate_10/discharged/structure.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_11/charged/provenance.json,api_key_assignment,0,True
exact_structures/Na_candidate_11/charged/provenance.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_11/charged/structure.json,api_key_assignment,0,True
exact_structures/Na_candidate_11/charged/structure.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_11/discharged/provenance.json,api_key_assignment,0,True
exact_structures/Na_candidate_11/discharged/provenance.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_11/discharged/structure.json,api_key_assignment,0,True
exact_structures/Na_candidate_11/discharged/structure.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_15/charged/provenance.json,api_key_assignment,0,True
exact_structures/Na_candidate_15/charged/provenance.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_15/charged/structure.json,api_key_assignment,0,True
exact_structures/Na_candidate_15/charged/structure.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_15/discharged/provenance.json,api_key_assignment,0,True
exact_structures/Na_candidate_15/discharged/provenance.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_15/discharged/structure.json,api_key_assignment,0,True
exact_structures/Na_candidate_15/discharged/structure.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_16/charged/provenance.json,api_key_assignment,0,True
exact_structures/Na_candidate_16/charged/provenance.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_16/charged/structure.json,api_key_assignment,0,True
exact_structures/Na_candidate_16/charged/structure.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_16/discharged/provenance.json,api_key_assignment,0,True
exact_structures/Na_candidate_16/discharged/provenance.json,previous_repository_identifier,0,True
exact_structures/Na_candidate_16/discharged/structure.json,api_key_assignment,0,True
exact_structures/Na_candidate_16/discharged/structure.json,previous_repository_identifier,0,True
metadata/11_input_file_hashes.csv,api_key_assignment,0,True
metadata/11_input_file_hashes.csv,previous_repository_identifier,0,True
processed/11_dft_protocol_requirements.csv,api_key_assignment,0,True
processed/11_dft_protocol_requirements.csv,previous_repository_identifier,0,True
processed/11_exact_candidate_core_records.csv,api_key_assignment,0,True
processed/11_exact_candidate_core_records.csv,previous_repository_identifier,0,True
processed/11_exact_structure_manifest.csv,api_key_assignment,0,True
processed/11_exact_structure_manifest.csv,previous_repository_identifier,0,True
processed/11_hypothesis_driven_dft_case_manifest.csv,api_key_assignment,0,True
processed/11_hypothesis_driven_dft_case_manifest.csv,previous_repository_identifier,0,True
processed/11_locked_exact_endpoint_mapping.csv,api_key_assignment,0,True
processed/11_locked_exact_endpoint_mapping.csv,previous_repository_identifier,0,True
processed/11_pilot_dft_execution_order.csv,api_key_assignment,0,True
processed/11_pilot_dft_execution_order.csv,previous_repository_identifier,0,True
processed/11_vasp_input_template_manifest.csv,api_key_assignment,0,True
processed/11_vasp_input_template_manifest.csv,previous_repository_identifier,0,True
